loss,auc,val_loss,val_auc,lr
0.587041974067688,0.7204646468162537,0.5050646066665649,0.8037470579147339,1e-04
0.5001727938652039,0.8044154644012451,0.48551690578460693,0.8182859420776367,1e-04
0.48487725853919983,0.8159594535827637,0.47061917185783386,0.827709436416626,1e-04
0.47029057145118713,0.8278286457061768,0.464127779006958,0.838257372379303,1e-04
0.45835378766059875,0.837419331073761,0.45445936918258667,0.8424438834190369,1e-04
0.4530739188194275,0.841123104095459,0.4495348334312439,0.8432602882385254,1e-04
0.44930607080459595,0.8438568711280823,0.4486434757709503,0.8441272974014282,1e-04
0.44600194692611694,0.8462346792221069,0.4491976797580719,0.8452397584915161,1e-04
0.44273215532302856,0.8484729528427124,0.4521275460720062,0.8455959558486938,1e-04
0.4396997392177582,0.8511447906494141,0.4447055757045746,0.8452218770980835,1e-04
0.436393678188324,0.8533814549446106,0.4439714550971985,0.8459818363189697,1e-04
0.43275365233421326,0.856026828289032,0.45390403270721436,0.8436698317527771,1e-04
0.4299050569534302,0.858190655708313,0.4482675790786743,0.8447365760803223,1e-04
0.4262685477733612,0.8614797592163086,0.452936589717865,0.842060387134552,1e-04
0.4117649793624878,0.8715519905090332,0.4547606110572815,0.8422185182571411,2e-05
0.40779006481170654,0.8743531703948975,0.4585529565811157,0.8409574627876282,2e-05
