loss,auc,val_loss,val_auc,lr
0.6931484341621399,0.5000047087669373,0.6931345462799072,0.5,1e-05
0.5846213698387146,0.7292364239692688,0.5499041080474854,0.7749959230422974,1e-05
0.5504831671714783,0.7617819905281067,0.5038617849349976,0.8065013885498047,1e-04
0.49752452969551086,0.8049764633178711,0.4753425717353821,0.8235909938812256,1e-04
0.48433029651641846,0.81544029712677,0.4660358726978302,0.8295803070068359,1e-04
0.49094873666763306,0.8100394010543823,0.4720008075237274,0.8248706459999084,0.00019466666
0.48394834995269775,0.8159417510032654,0.4724214971065521,0.8270217180252075,0.00028933334
0.48227354884147644,0.817436158657074,0.4746377766132355,0.8294482231140137,0.000384
0.47109168767929077,0.8259945511817932,0.4597328305244446,0.837536633014679,0.0002718
0.463742196559906,0.8316782712936401,0.4538218379020691,0.837472677230835,0.00019326
0.4582118093967438,0.8359082937240601,0.44885337352752686,0.8417220711708069,0.000138282
0.45480868220329285,0.8384254574775696,0.44743937253952026,0.8421881198883057,9.97974e-05
0.45110681653022766,0.8411386609077454,0.446052610874176,0.8447462320327759,7.285818e-05
0.4493730962276459,0.8419791460037231,0.44282734394073486,0.8454717397689819,5.4000728e-05
0.44737356901168823,0.8434740900993347,0.4422926902770996,0.8454896807670593,4.0800507e-05
0.44597116112709045,0.8448387980461121,0.4428757429122925,0.8454412221908569,3.1560357e-05
0.44511350989341736,0.8454545736312866,0.4399932026863098,0.8476543426513672,2.509225e-05
0.4442538619041443,0.8458448052406311,0.44152703881263733,0.8465422987937927,2.0564574e-05
0.44305694103240967,0.8467811942100525,0.4405401945114136,0.8471793532371521,1.7395201e-05
0.4420495331287384,0.8476905226707458,0.4399036169052124,0.8472685217857361,1.5176642e-05
0.44225621223449707,0.8471259474754333,0.4407269060611725,0.8466020226478577,1.3623649e-05
0.4421467185020447,0.8475503921508789,0.44009965658187866,0.847455620765686,1.2536554e-05
0.4411146938800812,0.8481225967407227,0.44043925404548645,0.8472625017166138,1.1775588e-05
0.4412488043308258,0.8478874564170837,0.4404497444629669,0.8476287722587585,1.1242912e-05
0.44011157751083374,0.8489306569099426,0.43954479694366455,0.8472883701324463,1.0870038e-05
0.44044584035873413,0.8485080599784851,0.4390482008457184,0.8477997779846191,1.06090265e-05
0.4403332471847534,0.8484323024749756,0.43922796845436096,0.8477256298065186,1.0426319e-05
0.44017738103866577,0.8488854169845581,0.43924516439437866,0.8476132154464722,1.0298423e-05
0.4397262632846832,0.8491013050079346,0.44058462977409363,0.8464553356170654,1.0208896e-05
0.4397573471069336,0.8492000102996826,0.43895187973976135,0.8480199575424194,1.0146227e-05
0.43921607732772827,0.8494980931282043,0.439105749130249,0.847243070602417,1.0102359e-05
0.43879619240760803,0.849859893321991,0.43942633271217346,0.847387433052063,1.0071652e-05
0.43922898173332214,0.8497026562690735,0.43881747126579285,0.8478167653083801,1.0050156e-05
0.43889909982681274,0.8497541546821594,0.4397674798965454,0.8476566672325134,1.0035109e-05
0.43839991092681885,0.8500770926475525,0.43920156359672546,0.8475387096405029,1.0024576e-05
0.43778806924819946,0.8503255844116211,0.43933501839637756,0.8476079702377319,1.0017204e-05
