loss,auc,val_loss,val_auc,lr
0.5112492442131042,0.7955489754676819,0.48997044563293457,0.8163306713104248,0.001
0.49381744861602783,0.8082579374313354,0.48631057143211365,0.8166271448135376,0.001
0.48986995220184326,0.8106836080551147,0.48131871223449707,0.8187829256057739,0.001
0.48859962821006775,0.811805009841919,0.4838387370109558,0.8175162672996521,0.001
0.4873003363609314,0.8127873539924622,0.47886309027671814,0.8212792873382568,0.001
0.4861767888069153,0.8134862184524536,0.4829714596271515,0.822403073310852,0.001
0.4847222566604614,0.8143682479858398,0.4805048108100891,0.8221275210380554,0.001
0.4842747449874878,0.8144696354866028,0.47503501176834106,0.82285475730896,0.001
0.4840520918369293,0.8146151304244995,0.4801274240016937,0.8232409954071045,0.001
0.4834519922733307,0.8154920935630798,0.47477656602859497,0.8240979313850403,0.001
