loss,auc,val_loss,val_auc,lr
0.5756896138191223,0.734818696975708,0.4949198365211487,0.8115907311439514,1e-04
0.49060678482055664,0.8128661513328552,0.46960097551345825,0.8313689827919006,1e-04
0.47552230954170227,0.8245693445205688,0.457253634929657,0.8391265273094177,1e-04
0.46735888719558716,0.8305981159210205,0.45377078652381897,0.8415363430976868,1e-04
0.46127408742904663,0.8350059986114502,0.4490346610546112,0.8440814018249512,1e-04
0.45692992210388184,0.8379960656166077,0.44666630029678345,0.8464544415473938,1e-04
0.45311978459358215,0.8409327864646912,0.44542020559310913,0.8468042016029358,1e-04
0.44997408986091614,0.8430414199829102,0.44993433356285095,0.8431491255760193,1e-04
0.44662508368492126,0.8453492522239685,0.44454455375671387,0.8463849425315857,1e-04
0.4441642761230469,0.8474015593528748,0.4445188343524933,0.8481619954109192,1e-04
0.44126448035240173,0.8491331338882446,0.44506359100341797,0.8474471569061279,1e-04
0.43846020102500916,0.8515624403953552,0.44436028599739075,0.8464779853820801,1e-04
0.43535587191581726,0.8537768125534058,0.4436129331588745,0.846550703048706,1e-04
0.43141764402389526,0.8570584654808044,0.4472751021385193,0.8456056118011475,1e-04
0.4281608462333679,0.859485387802124,0.44798943400382996,0.8440210819244385,1e-04
0.425478994846344,0.86167311668396,0.4527527391910553,0.8428916931152344,1e-04
0.410119891166687,0.8728394508361816,0.453783243894577,0.8429552316665649,2e-05
0.4065644443035126,0.8750191926956177,0.45796531438827515,0.8409780263900757,2e-05
