loss,auc,val_loss,val_auc,lr
0.5673478245735168,0.7432277202606201,0.5025840997695923,0.8049463033676147,1e-04
0.5031853318214417,0.7995795011520386,0.4918797016143799,0.8152369260787964,1e-04
0.49424952268600464,0.8068264126777649,0.4911244809627533,0.8201362490653992,1e-04
0.48883330821990967,0.8114802837371826,0.48131898045539856,0.8206248879432678,1e-04
0.4852123558521271,0.8141788244247437,0.47627711296081543,0.8221953511238098,1e-04
0.4826427698135376,0.8160373568534851,0.47772446274757385,0.8227843046188354,1e-04
0.47950348258018494,0.8186503052711487,0.47552916407585144,0.8242557048797607,1e-04
0.4773164391517639,0.8203558921813965,0.47344765067100525,0.8257992267608643,1e-04
0.4747910797595978,0.8222419023513794,0.47511130571365356,0.8250986933708191,1e-04
0.47303473949432373,0.8240041136741638,0.472150593996048,0.8254533410072327,1e-04
0.4706685543060303,0.8257079720497131,0.47222307324409485,0.8252147436141968,1e-04
0.4696522355079651,0.8262567520141602,0.4707806408405304,0.8253636956214905,1e-04
0.46718519926071167,0.828940212726593,0.46861016750335693,0.8262501358985901,1e-04
0.4656854271888733,0.8299365043640137,0.47085604071617126,0.8250236511230469,1e-04
0.4637781083583832,0.8313510417938232,0.4709137976169586,0.8249685168266296,1e-04
0.4625701308250427,0.8324737548828125,0.4706764221191406,0.8247594833374023,1e-04
0.45334264636039734,0.8397455215454102,0.46950680017471313,0.8258559703826904,2e-05
0.4502047598361969,0.8423148393630981,0.4693712592124939,0.8259336948394775,2e-05
