loss,auc,val_loss,val_auc,lr
0.6667699217796326,0.5941675901412964,0.5791443586349487,0.7447609305381775,1e-04
0.5405600070953369,0.7705049514770508,0.5101221799850464,0.7973484396934509,1e-04
0.5122097134590149,0.7939701080322266,0.5010783672332764,0.8052152395248413,1e-04
0.5022743344306946,0.8020570874214172,0.502525806427002,0.8049436807632446,1e-04
0.49440401792526245,0.8080461025238037,0.4969924986362457,0.8092009425163269,1e-04
0.4893001616001129,0.8136820793151855,0.49370574951171875,0.8103584051132202,1e-04
0.4834568202495575,0.8173792362213135,0.49207520484924316,0.8128679394721985,1e-04
0.4798029363155365,0.8206768035888672,0.502353847026825,0.811453640460968,1e-04
0.4762698709964752,0.8228902220726013,0.4895607531070709,0.8138890266418457,1e-04
0.4725038707256317,0.8258907198905945,0.4926152527332306,0.8117706775665283,1e-04
0.46812674403190613,0.8302892446517944,0.4955526888370514,0.8135501742362976,1e-04
0.46433836221694946,0.832958996295929,0.4942930340766907,0.812153697013855,1e-04
0.46161067485809326,0.8352723717689514,0.49882569909095764,0.8105855584144592,1e-04
0.45801275968551636,0.8380303382873535,0.4948081374168396,0.8112771511077881,1e-04
0.44348782300949097,0.8484898209571838,0.4929805099964142,0.8138824701309204,2e-05
0.4375905990600586,0.8525097966194153,0.49635669589042664,0.8133735060691833,2e-05
0.43539097905158997,0.8538291454315186,0.4964068830013275,0.8129481673240662,2e-05
0.43429121375083923,0.8549141883850098,0.5000776648521423,0.8125934600830078,2e-05
0.4317200779914856,0.8569496870040894,0.4970967471599579,0.8127724528312683,2e-05
