loss,auc,val_loss,val_auc,lr
0.5394876003265381,0.7720423936843872,0.505500853061676,0.8030076622962952,0.001
0.4945259988307953,0.8076622486114502,0.4922570586204529,0.8057010769844055,0.001
0.4851769506931305,0.8161536455154419,0.48652470111846924,0.8174442648887634,0.001
0.4804750680923462,0.81981360912323,0.4813680648803711,0.8160098195075989,0.001
0.47439131140708923,0.8245803117752075,0.4836428165435791,0.817497193813324,0.001
0.46926960349082947,0.8288818597793579,0.48231053352355957,0.8171358108520508,0.001
0.4668976664543152,0.8311672806739807,0.4820593595504761,0.8153762817382812,0.001
0.46104225516319275,0.8359419703483582,0.482126921415329,0.8169296383857727,0.001
0.43862995505332947,0.8521186709403992,0.4880492389202118,0.8191072940826416,0.00020000001
0.4295872151851654,0.8576861023902893,0.49495404958724976,0.8159046769142151,0.00020000001
0.4221469759941101,0.8633734583854675,0.501086413860321,0.8140717148780823,0.00020000001
0.4157710075378418,0.8675957918167114,0.5240291953086853,0.8109522461891174,0.00020000001
0.4010694921016693,0.8764051198959351,0.5366649031639099,0.8107858300209045,4.0000003e-05
0.3966160714626312,0.8786219358444214,0.5337541699409485,0.8099297881126404,4.0000003e-05
