loss,auc,val_loss,val_auc,lr
0.5879552960395813,0.7380290627479553,0.530908465385437,0.7947099804878235,1e-04
0.5176955461502075,0.7994283437728882,0.5112621188163757,0.8068432807922363,1e-04
0.4998154938220978,0.8107568621635437,0.49355432391166687,0.8143715262413025,1e-04
0.4896799325942993,0.817035973072052,0.4890252947807312,0.8199293613433838,1e-04
0.4821396470069885,0.8221908211708069,0.4822230041027069,0.8220037221908569,1e-04
0.4758319556713104,0.8266291618347168,0.4792136549949646,0.8221869468688965,1e-04
0.47045812010765076,0.8305362462997437,0.48525112867355347,0.8235296010971069,1e-04
0.46567365527153015,0.8338788151741028,0.4774104356765747,0.8240232467651367,1e-04
0.46090707182884216,0.8378031849861145,0.4822337031364441,0.8231427669525146,1e-04
0.4555087685585022,0.8422708511352539,0.4803943932056427,0.8240192532539368,1e-04
